"seqword_main_id","genus","species","strain","description","lineage","lineage","lineage","sequence","sequence_length","locus_length","left_border","fk_accessions_id"
">gi|000000000|ABZX00000000|ref|NC_i00193|","Bacteroides","fragilis","3_1_12",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACIC00000000|ref|NC_i00194|","Bacteroides","sp.","1_1_6",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ABZY00000000|ref|NC_i00195|","Parabacteroides","distasonis",,,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ABZZ00000000|ref|NC_i00196|","Bacteroides","sp.","2_2_4",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACIB00000000|ref|NC_i00197|","Bacteroides","sp.","3_2_5",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACDR00000000|ref|NC_i00198|","Bacteroides","sp.","4_3_47FAA",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACAA00000000|ref|NC_i00199|","Bacteroides","sp.","9_1_42FAA",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACAB00000000|ref|NC_i00200|","Bacteroides","sp.","D1",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACGA00000000|ref|NC_i00201|","Bacteroides","sp.","D2",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACDJ00000000|ref|NC_i00203|","Citrobacter","sp.","30_2",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACDK00000000|ref|NC_i00204|","Clostridium","sp.","7_2_43FAA",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACID00000000|ref|NC_i00205|","Escherichia","sp.","1_1_43",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACAC00000000|ref|NC_i00206|","Escherichia","sp.","3_2_53FAA",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACDM00000000|ref|NC_i00207|","Escherichia","sp.","4_1_40B",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACDC00000000|ref|NC_i00208|","Fusobacterium","sp.","2_1_31",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACDD00000000|ref|NC_i00209|","Fusobacterium","sp.","3_1_5R",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACDE00000000|ref|NC_i00210|","Fusobacterium","sp.","4_1_13",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACDF00000000|ref|NC_i00211|","Fusobacterium","sp.","7_1",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACDG00000000|ref|NC_i00212|","Fusobacterium","sp.","D12",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACDH00000000|ref|NC_i00213|","Fusobacterium","ulcerans","ATCC 49185",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACDN00000000|ref|NC_i00214|","Helicobacter","bilis","ATCC 43879",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|000000000|ACDO00000000|ref|NC_i00215|","Helicobacter","winghamensis","ATCC BAA-430",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|000000000|ACDT00000000|ref|NC_i00216|","Mollicutes","bacterium","D7",,"Tenericutes","Tenericutes",1,,,,,
">gi|000000000|ACDP00000000|ref|NC_i00217|","Oxalobacter","formigenes","HOxBLS",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACII00000000|ref|NC_i00219|","Ruminococcus","sp.","5_1_39BFAA",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACDL00000000|ref|NC_i00220|","Shigella","sp.","D9",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACIN00000000|ref|NC_i00221|","Abiotrophia","defectiva","ATCC 49176",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACYR00000000|ref|NC_i00222|","Acinetobacter","baumannii",6013113,,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACOO00000000|ref|NC_i00224|","Jonquetella","anthropi","E3_33 E1",,"Synergistetes","Synergistetes",1,,,,,
">gi|000000000|ACIL00000000|ref|NC_i00225|","Catonella","morbi","ATCC 51271",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACJX00000000|ref|NC_i00226|","Anaerobaculum","hydrogeniformans","ATCC BAA-1850",,"Synergistetes","Synergistetes",1,,,,,
">gi|000000000|ACIM00000000|ref|NC_i00227|","Dialister","invisus","DSM 15470",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACJW00000000|ref|NC_i00228|","Kingella","oralis","ATCC 51147",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACON00000000|ref|NC_i00229|","Eubacterium","saphenum","ATCC 49989",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACVB00000000|ref|NC_i00230|","Leptotrichia","hofstadii","F0254",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACIJ00000000|ref|NC_i00231|","Prevotella","tannerae","ATCC 51259",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACIQ00000000|ref|NC_i00232|","Oribacterium","sp.","F0262",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACIP00000000|ref|NC_i00233|","Shuttleworthia","satelles","DSM 14600",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACNO00000000|ref|NC_i00234|","Rhodococcus","erythropolis","SK121",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADCD00000000|ref|NC_i00235|","Micrococcus","luteus","SK58",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACVR00000000|ref|NC_i00237|","Acinetobacter","radioresistens","SK82",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACPZ00000000|ref|NC_i00238|","Staphylococcus","warneri","L37603",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACLP00000000|ref|NC_i00240|","Staphylococcus","hominis","SK119",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACLO00000000|ref|NC_i00241|","Streptococcus","salivarius","SK126",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADAD00000000|ref|NC_i00242|","Leptotrichia","goodfellowii","F0264",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACYH00000000|ref|NC_i00243|","Treponema","vincentii","ATCC 35580",,"Spirochaetes","Spirochaetes",1,,,,,
">gi|000000000|ACLR00000000|ref|NC_i00246|","Porphyromonas","uenonis","60-3",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ADBR00000000|ref|NC_i00247|","Mobiluncus","mulieris","28-1",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADJN00000000|ref|NC_i00248|","Peptostreptococcus","anaerobius","653-L",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADDO00000000|ref|NC_i00249|","Peptoniphilus","lacrimalis","315-B",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGB00000000|ref|NC_i00250|","Acidaminococcus","sp.","D21",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACLF00000000|ref|NC_i00251|","Aeromicrobium","marinum","DSM 15272",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADFP00000000|ref|NC_i00252|","Pyramidobacter","piscolens","W5455",,"Synergistetes","Synergistetes",1,,,,,
">gi|000000000|ADNU00000000|ref|NC_i00253|","Brevibacterium","mcbrellneri","ATCC 49030",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACLI00000000|ref|NC_i00254|","Corynebacterium","efficiens","YS-314",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACLJ00000000|ref|NC_i00255|","Corynebacterium","genitalium","ATCC 33030",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADNY00000000|ref|NC_i00256|","Lactobacillus","amylolyticus","DSM 11664",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACLM00000000|ref|NC_i00257|","Lactobacillus","helveticus","DSM 20075",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACKV00000000|ref|NC_i00259|","Leuconostoc","mesenteroides","cremoris ATCC 19254",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACKX00000000|ref|NC_i00261|","Oribacterium","sinus","F0268",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACKS00000000|ref|NC_i00262|","Prevotella","bergensis","DSM 17361",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACKT00000000|ref|NC_i00263|","Selenomonas","noxia","ATCC 43541",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACKU00000000|ref|NC_i00267|","Weissella","paramesenteroides","ATCC 33313",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACIH00000000|ref|NC_i00268|","Paenibacillus","sp.","D14",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACKY00000000|ref|NC_i00270|","Cardiobacterium","hominis","ATCC 15826",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACKZ00000000|ref|NC_i00271|","Granulicatella","adiacens","ATCC 49175",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACLA00000000|ref|NC_i00272|","Selenomonas","flueggei","ATCC 43531",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACOI00000000|ref|NC_i00273|","Streptococcus","sp.","2_1_36FAA",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACOH00000000|ref|NC_i00274|","Lactobacillus","coleohominis","101-4-CHN",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACUY00000000|ref|NC_i00278|","Actinomyces","sp.","F0332",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADNS00000000|ref|NC_i00279|","Corynebacterium","ammoniagenes","DSM 20306",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACUZ00000000|ref|NC_i00280|","Prevotella","oris","F0302",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACVA00000000|ref|NC_i00281|","Prevotella","veroralis","F0319",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACUX00000000|ref|NC_i00282|","Slackia","exigua","ATCC 700122",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACPK00000000|ref|NC_i00283|","Acinetobacter","calcoaceticus","RUH2202",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACPL00000000|ref|NC_i00284|","Acinetobacter","johnsonii","SH046",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACPM00000000|ref|NC_i00285|","Acinetobacter","junii","SH205",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACPN00000000|ref|NC_i00286|","Acinetobacter","lwoffii","SH145",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACPP00000000|ref|NC_i00288|","Bacteroides","sp.","2_1_16",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACPQ00000000|ref|NC_i00289|","Bacteroides","sp.","2_1_22",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACPR00000000|ref|NC_i00290|","Bacteroides","sp.","2_1_33B",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACPS00000000|ref|NC_i00291|","Bacteroides","sp.","3_1_33FAA",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACPT00000000|ref|NC_i00292|","Bacteroides","sp.","D20",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACPU00000000|ref|NC_i00293|","Fusobacterium","sp.","3_1_36A2",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACPW00000000|ref|NC_i00294|","Parabacteroides","sp.","D13",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACQF00000000|ref|NC_i00297|","Acinetobacter","sp.","RUH2624",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACQE00000000|ref|NC_i00301|","Fusobacterium","sp.","3_1_33",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACQH00000000|ref|NC_i00302|","Prevotella","sp.","F0108",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACXU00000000|ref|NC_i00304|","Anaerococcus","vaginalis","ATCC 51170",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADNT00000000|ref|NC_i00305|","Aerococcus","viridans","ATCC 11563",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACZS00000000|ref|NC_i00306|","Prevotella","sp.","F0295",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ADMV00000000|ref|NC_i00307|","Streptococcus","oralis","ATCC 35037",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACRB00000000|ref|NC_i00308|","Prevotella","buccae","D17",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACRF00000000|ref|NC_i00309|","Granulicatella","elegans","ATCC 700633",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACRK00000000|ref|NC_i00310|","Streptococcus","sp.","M143",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACWZ00000000|ref|NC_i00312|","Prevotella","sp.","F0039",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACXA00000000|ref|NC_i00313|","Klebsiella","sp.","1_1_55",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACXB00000000|ref|NC_i00314|","Pediococcus","acidilactici","7_4",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACZD00000000|ref|NC_i00315|","Klebsiella","pneumoniae","ATCC 13884",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACZR00000000|ref|NC_i00316|","Pasteurella","dagmatis","ATCC 43325",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ADBY00000000|ref|NC_i00317|","Serratia","odorifera","DSM 4582",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ADEF00000000|ref|NC_i00320|","Prevotella","timonensis","CRIS 5C-B1",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ADEG00000000|ref|NC_i00321|","Prevotella","buccalis","ATCC 35310",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ADFR00000000|ref|NC_i00322|","Bulleidia","extructa","W1219",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACZW00000000|ref|NC_i00326|","Erysipelotrichaceae","bacterium","5_2_54FAA",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADFU00000000|ref|NC_i00328|","Veillonella","parvula","ATCC 17745",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADGF00000000|ref|NC_i00329|","Fusobacterium","sp.","3_1_27",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ADCH00000000|ref|NC_i00330|","Acinetobacter","sp.","SH024",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ADCV00000000|ref|NC_i00331|","Veillonella","sp.","3_1_44",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADCW00000000|ref|NC_i00332|","Veillonella","sp.","6_1_27",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADCX00000000|ref|NC_i00333|","Scardovia","inopinata","F0304",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADCY00000000|ref|NC_i00334|","Simonsiella","muelleri","ATCC 29453",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ADEB00000000|ref|NC_i00337|","Parascardovia","denticolens","F0305",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADGP00000000|ref|NC_i00338|","Megasphaera","genomosp.","type_1 28L",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|CP001850|ref|NC_i00339|","Clostridiales","genomosp.","BVAB3 UPII9-5",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADKN00000000|ref|NC_i00340|","Bacteroides","vulgatus","EK4.2",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ADMN00000000|ref|NC_i00343|","Turicibacter","sp.","PC909",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADKP00000000|ref|NC_i00346|","Bacteroides","xylanisolvens","SD CC 1b",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ADMT00000000|ref|NC_i00347|","Acinetobacter","haemolyticus","ATCC 19194",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ADMS00000000|ref|NC_i00348|","Achromobacter","piechaudii","ATCC 43553",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ADVN00000000|ref|NC_i00349|","Streptococcus","parasanguinis","ATCC 15912",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADVO00000000|ref|NC_i00350|","Rothia","dentocariosa","ATCC 17931",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|229586230|ref|NC_012633.1|","Rickettsia","africae","ESF-5 chromosome",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|229915734|ref|NC_012673.1|","Exiguobacterium","sp.","AT1b",,"Firmicutes","Firmicutes",1,,,,,
">gi|237806776|ref|NC_012691.1|","Tolumonas","auensis","DSM 9187",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|237784637|ref|NC_012704.1|","Corynebacterium","kroppenstedtii","DSM 44385",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|238023501|ref|NC_012721.1|","Burkholderia","glumae","BGR1 chromosome 2",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|238650213|ref|NC_012730.1|","Rickettsia","peacockii","str. Rustic",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|238897251|ref|NC_012751.1|","Candidatus","Hamiltonella","defensa 5AT (Acyrthosiphon pisum)",,"Tenericutes","Tenericutes",1,,,,,
">gi|238915976|ref|NC_012778.1|","Eubacterium","eligens","ATCC 27750",,"Firmicutes","Firmicutes",1,,,,,
">gi|238917983|ref|NC_012779.1|","Edwardsiella","ictaluri","93-146 chromosome",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|238922432|ref|NC_012781.1|","Eubacterium","rectale","ATCC 33656",,"Firmicutes","Firmicutes",1,,,,,
">gi|239616411|ref|NC_012785.1|","Kosmotoga","olearia","TBF 19.5.1",,"Thermotogae","Thermotogae",1,,,,,
">gi|239813019|ref|NC_012791.1|","Variovorax","paradoxus","S110 chromosome 1",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|239825584|ref|NC_012793.1|","Geobacillus","sp.","WCH70",,"Firmicutes","Firmicutes",1,,,,,
">gi|239904639|ref|NC_012796.1|","Desulfovibrio","magneticus","RS-1",,"Deltaproteobacteria","Deltaproteobacteria",1,,,,,
">gi|240102057|ref|NC_012804.1|","Thermococcus","gammatolerans","EJ3",,"Euryarchaeota","Euryarchaeota",1,,,,,
">gi|240047135|ref|NC_012806.1|","Mycoplasma","conjunctivae","HRC/581",,"Tenericutes","Tenericutes",1,,,,,
">gi|240849682|ref|NC_012846.1|","Bartonella","grahamii","as4aup",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|242237460|ref|NC_012880.1|","Dickeya","dadantii","Ech703",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|242277482|ref|NC_012881.1|","Desulfovibrio","salexigens","DSM 2638",,"Deltaproteobacteria","Deltaproteobacteria",1,,,,,
">gi|242397997|ref|NC_012883.1|","Thermococcus","sibiricus","MM 739",,"Euryarchaeota","Euryarchaeota",1,,,,,
">gi|251781468|ref|NC_012891.1|","Streptococcus","dysgalactiae","subsp. equisimilis GGS_124 chromosome 1",,"Firmicutes","Firmicutes",1,,,,,
">gi|251787652|ref|NC_012912.1|","Dickeya","zeae","Ech1591",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|251791816|ref|NC_012913.1|","Aggregatibacter","aphrophilus","NJ8700",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|251794036|ref|NC_012914.1|","Paenibacillus","sp.","JDR-2",,"Firmicutes","Firmicutes",1,,,,,
">gi|253686409|ref|NC_012917.1|","Pectobacterium","carotovorum","subsp. carotovorum",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|253698656|ref|NC_012918.1|","Geobacter","sp.","M21",,"Deltaproteobacteria","Deltaproteobacteria",1,,,,,
">gi|253795547|ref|NC_012960.1|","Candidatus","Hodgkinia","cicadicola Dsem chromosome",,"Tenericutes","Tenericutes",1,,,,,
">gi|253987483|ref|NC_012962.1|","Photorhabdus","asymbiotica","chromosome",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|253995374|ref|NC_012968.1|","Methylotenera","mobilis","JLW8",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|253997713|ref|NC_012969.1|","Methylovorus","sp.","SIP3-4",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|254292376|ref|NC_012982.1|","Hirschia","baltica","ATCC 49814",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|255764459|ref|NC_012985.2|","Candidatus","Liberibacter","asiaticus str. psy62",,"Tenericutes","Tenericutes",1,,,,,
">gi|254784273|ref|NC_012997.1|","Teredinibacter","turnerae","T7901",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|254796400|ref|NC_013009.1|","Neorickettsia","risticii","str. Illinois",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|255534169|ref|NC_013062.1|","Flavobacteriaceae","bacterium","3519-10",,"Bacteroidetes/Chlorobigroup","Bacteroidetes/Chlorobigroup",1,,,,,
">gi|256014795|ref|NC_013118.1|","Brucella","microti","CCM 4915 chromosome 2",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|256809973|ref|NC_013156.1|","Methanocaldococcus","fervens","AG86",,"Euryarchaeota","Euryarchaeota",1,,,,,
">gi|257057919|ref|NC_013161.1|","Cyanothece","sp.","PCC 8802",,"Cyanobacteria","Cyanobacteria",1,,,,,
">gi|257124814|ref|NC_013192.1|","Leptotrichia","buccalis","DSM 1135",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|257091663|ref|NC_013194.1|","Candidatus","Accumulibacter","phosphatis clade IIA str. UW-1",,"Tenericutes","Tenericutes",1,,,,,
">gi|258541105|ref|NC_013209.1|","Acetobacter","pasteurianus","IFO 3283-01",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|260595792|ref|NC_013282.1|","Cronobacter","turicensis","z3032",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|260891930|ref|NC_013385.1|","Ammonifex","degensii","KC4",,"Firmicutes","Firmicutes",1,,,,,
">gi|261403876|ref|NC_013406.1|","Geobacillus","sp.","Y412MC10",,"Firmicutes","Firmicutes",1,,,,,
">gi|261402131|ref|NC_013407.1|","Methanocaldococcus","vulcanius","M7",,"Euryarchaeota","Euryarchaeota",1,,,,,
">gi|261414414|ref|NC_013410.1|","Fibrobacter","succinogenes","subsp. succinogenes S85",,"Fibrobacteres/Acidobacteria","Fibrobacteres/Acidobacteria",1,,,,,
">gi|261417500|ref|NC_013411.1|","Geobacillus","sp.","Y412MC61",,"Firmicutes","Firmicutes",1,,,,,
">gi|261866721|ref|NC_013416.1|","Aggregatibacter","actinomycetemcomitans","D11S-1",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|295656029|ref|NC_013418.2|","Blattabacterium","sp.","(Periplaneta americana) str. BPLAN",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|261819370|ref|NC_013421.1|","Pectobacterium","wasabiae","WPP163",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|261854630|ref|NC_013422.1|","Halothiobacillus","neapolitanus","c2",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|262193326|ref|NC_013440.1|","Haliangium","ochraceum","DSM 14365",,"Deltaproteobacteria","Deltaproteobacteria",1,,,,,
">gi|264676136|ref|NC_013446.1|","Comamonas","testosteroni","CNB-2",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|262340793|ref|NC_013454.1|","Blattabacterium","sp.","(Blattella germanica) str. Bge",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
